"Deaths by age and sex (Annual-Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Total Both Sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over"
1967,639,60,30,30,21,21,18,15,9,18,21,6,15,12,15,21,27,36,39,54,42,42,33,36,24,24,33,27,21,27,21,24,24,21,36,42,39,33,42,45,57,45,60,48,54,81,78,99,90,105,114,111,159,165,156,165,195,207,225,240,228,210,297,273,273,309,270,312,306,288,273,264,291,312,294,324,375,288,321,324,315,249,294,273,261,225,207,204,138,132,111,66,54,42,36,39,12,15,6,3,6,465,36,27,30,24,9,6,9,9,6,6,0,3,6,9,9,9,15,12,15,15,9,9,6,15,15,15,12,9,9,12,12,15,15,15,12,18,21,18,24,27,36,30,42,57,36,57,69,54,72,75,69,90,99,99,99,99,108,117,123,123,153,156,141,156,195,174,204,177,183,210,192,258,255,249,279,285,285,339,336,372,291,318,297,309,300,297,261,216,207,156,111,96,75,54,48,21,24,15,9,15,1101,93,57,60,45,30,21,24,15,21,27,9,21,21,24,30,39,51,48,69,60,51,42,42,36,36,48,39,30,36,33,33,39,39,51,57,57,54,63,72,84,81,90,90,111,120,135,168,147,174,189,177,249,264,255,267,294,315,336,363,351,363,453,414,429,507,444,519,483,474,483,456,549,567,543,603,657,573,660,660,687,543,612,570,570,525,501,465,354,336,267,180,153,117,90,87,36,39,21,12,21
1968,672,51,33,30,27,18,21,21,21,9,12,21,9,15,6,24,24,42,42,39,51,45,33,27,27,15,30,30,24,21,24,18,24,30,27,30,39,30,45,42,48,45,48,75,60,69,75,96,96,102,93,108,120,144,171,150,180,201,207,261,258,249,270,303,300,297,285,351,396,306,324,306,354,312,315,318,354,351,351,330,336,300,318,276,279,255,276,231,207,177,111,87,69,54,39,15,15,12,12,6,6,492,48,24,24,18,15,12,12,9,12,6,3,6,6,9,21,15,12,9,15,9,15,15,6,9,6,15,15,12,18,18,15,15,15,21,18,18,21,27,27,24,30,42,30,39,63,60,54,72,57,54,72,84,87,114,93,111,105,111,132,102,135,159,159,162,192,156,207,228,207,237,219,255,282,321,270,321,315,363,348,339,288,360,384,360,339,282,294,237,219,174,123,117,81,57,51,36,30,21,9,9,1164,102,57,54,45,33,33,30,30,21,21,24,12,21,18,42,39,54,51,54,60,60,48,33,36,21,42,45,36,39,39,36,36,42,48,45,60,51,72,72,69,78,90,102,102,132,135,144,165,159,147,183,204,228,285,246,291,306,318,393,360,384,429,465,462,486,441,558,627,510,564,525,609,594,636,591,675,669,711,678,675,585,675,660,639,594,558,528,447,396,285,210,189,138,96,66,51,42,33,15,12
1969,630,54,42,27,27,18,30,15,15,15,6,9,15,15,9,15,27,39,54,36,48,36,33,33,18,24,24,30,24,24,21,24,30,21,30,27,27,33,33,39,45,54,63,60,57,69,84,90,93,108,90,102,129,150,147,192,192,183,234,228,228,264,282,267,306,327,324,306,342,363,336,330,315,330,330,369,339,303,306,360,324,315,282,291,279,243,228,201,159,162,99,87,81,60,33,36,21,15,18,6,9,426,39,18,18,12,15,6,9,6,9,3,12,9,6,12,9,9,12,15,9,9,12,12,6,9,9,9,12,9,9,9,21,9,15,27,12,12,21,30,39,30,36,42,42,42,60,54,51,87,66,66,66,81,66,117,93,126,96,129,114,138,144,135,189,129,189,156,156,237,219,240,198,294,270,276,306,312,288,348,345,357,354,357,351,354,312,306,234,240,210,171,135,126,105,60,42,45,27,15,9,15,1059,96,60,42,42,36,36,24,24,24,12,21,24,21,21,24,39,51,69,45,57,48,45,42,30,36,33,45,36,30,30,42,36,39,54,42,39,54,63,75,75,90,108,99,102,132,138,144,180,174,156,168,207,216,264,285,315,276,363,342,366,408,417,456,438,513,480,465,576,582,573,531,612,600,609,675,648,594,654,705,678,666,639,642,633,555,537,438,399,372,270,222,213,165,93,75,66,42,33,12,24
1970,591,63,36,21,15,18,24,21,18,12,15,12,30,18,15,21,27,45,42,60,30,54,39,27,36,36,30,30,24,30,27,15,36,30,33,33,33,36,42,45,48,63,54,60,84,84,81,99,105,111,87,117,111,141,147,183,210,192,219,231,276,261,270,300,312,345,351,312,333,438,372,315,342,315,327,333,354,339,309,330,318,261,309,267,276,246,210,213,189,150,123,81,75,45,30,33,21,9,9,9,9,450,51,18,18,15,15,12,15,3,9,12,9,6,9,9,9,12,21,18,12,18,18,18,12,6,12,15,6,12,12,9,18,15,6,15,18,15,24,33,39,36,33,48,36,36,63,60,54,51,75,72,66,90,87,108,93,99,111,144,120,144,129,153,159,171,171,195,189,207,249,252,213,246,309,294,357,339,291,336,339,360,309,339,369,366,339,315,273,252,240,189,159,114,96,75,51,39,30,21,12,21,1041,114,54,36,30,33,36,36,21,18,24,21,36,27,24,33,39,66,60,72,48,72,54,39,42,45,42,36,36,42,36,36,51,39,48,48,51,57,72,84,81,96,102,96,120,147,141,153,156,186,159,183,204,228,258,273,309,303,366,351,423,390,426,459,480,519,543,501,540,684,621,525,588,624,624,690,693,630,645,669,678,570,648,630,642,585,525,483,438,393,312,237,189,144,108,84,60,42,30,18,27
1971,591,69,24,18,21,18,18,15,12,15,6,12,9,24,15,15,24,39,63,48,33,42,36,33,36,36,21,27,15,18,27,18,27,21,27,30,21,39,39,42,48,48,63,63,66,75,87,72,99,96,105,132,126,150,150,165,180,213,219,270,297,258,282,294,315,354,348,285,372,354,342,375,339,348,345,369,291,276,327,294,303,291,306,294,264,267,213,207,150,129,114,75,63,54,42,36,21,12,6,6,12,474,48,21,15,12,6,9,6,9,6,6,18,3,6,12,9,15,12,21,12,18,15,15,12,9,15,15,9,9,15,27,12,15,21,24,18,15,18,30,21,42,30,27,36,42,45,57,54,69,81,81,60,84,96,75,105,99,105,126,123,135,132,141,165,171,213,159,177,183,204,222,264,204,276,270,300,309,282,315,345,315,330,324,378,357,318,342,288,243,246,189,147,117,96,81,57,33,21,18,12,30,1068,120,42,33,30,27,27,21,24,21,12,30,12,27,27,24,36,51,81,57,51,54,48,45,48,54,36,36,27,33,51,30,42,39,51,45,36,57,72,63,90,78,93,102,111,120,144,129,168,180,189,189,210,246,228,270,279,318,345,396,432,390,423,459,486,567,507,465,552,561,561,639,546,624,612,672,600,558,642,639,618,621,630,672,618,582,552,495,393,375,303,219,180,147,126,93,57,36,21,18,39
1972,567,51,36,24,9,15,9,6,12,15,6,9,12,12,9,21,45,45,60,48,63,42,33,39,27,27,18,24,24,21,30,24,27,30,21,24,30,30,33,36,42,45,48,54,51,69,72,75,114,102,111,132,126,141,159,153,198,195,216,225,240,264,294,315,333,342,309,345,333,360,324,396,387,357,318,342,342,282,333,312,285,288,267,279,270,213,213,189,189,129,108,78,84,57,36,24,24,15,12,6,15,423,51,24,21,15,15,9,15,12,9,9,9,9,15,9,12,15,15,30,18,18,9,12,12,15,12,6,12,15,18,12,12,15,12,21,12,15,15,30,27,21,39,39,39,45,48,51,63,66,60,75,57,87,66,99,90,102,126,114,120,117,135,174,180,204,204,186,222,234,228,246,252,321,261,270,324,354,300,330,351,339,348,375,378,360,276,360,315,258,228,204,168,153,108,93,57,48,33,18,12,27,987,102,60,45,27,27,18,21,24,21,15,18,21,30,18,36,63,60,90,63,81,54,45,51,39,39,27,36,39,39,48,36,45,42,42,36,48,45,66,63,63,81,90,93,96,114,123,138,180,162,186,189,216,207,261,246,303,324,333,348,360,402,468,495,537,549,498,570,567,588,567,648,711,618,588,666,696,582,663,663,624,636,642,660,630,489,573,507,447,357,312,249,237,162,129,84,75,48,30,18,42
1973,591,54,30,30,15,15,18,18,15,15,9,12,12,18,24,33,42,51,63,63,63,57,39,45,30,39,33,30,24,24,27,27,21,21,27,24,36,36,24,42,39,45,48,66,66,78,90,87,111,126,123,129,153,138,144,174,207,204,243,264,249,258,276,312,327,360,363,366,378,387,357,363,411,426,357,354,321,324,291,321,285,261,285,258,258,225,204,198,165,144,123,108,93,51,36,39,15,9,9,6,6,393,42,18,21,21,6,12,9,12,9,6,6,9,9,6,18,15,15,12,27,15,12,15,12,9,6,15,12,6,18,21,15,24,15,18,24,30,21,24,21,30,24,36,39,36,45,54,51,54,66,75,69,93,78,81,102,96,99,135,129,132,141,186,162,186,186,210,195,237,243,222,195,297,321,300,303,321,300,357,342,348,342,357,363,357,351,321,270,252,264,192,180,150,120,75,63,39,42,27,18,21,984,96,48,54,36,21,30,24,24,27,12,18,18,27,33,54,54,66,78,87,81,69,57,57,39,48,51,39,30,42,48,42,42,36,45,51,66,57,48,66,69,66,84,108,102,123,144,135,162,192,195,195,246,219,228,276,303,306,378,393,381,399,462,474,513,549,573,558,615,630,582,561,711,747,657,657,642,621,648,663,633,600,642,624,615,576,528,471,414,405,315,288,243,171,108,102,54,54,36,27,27
1974,558,39,27,27,18,12,15,15,9,18,12,6,15,21,33,30,45,42,72,54,45,45,33,30,42,48,36,30,27,27,30,24,36,36,27,30,27,33,36,39,45,39,48,63,66,66,75,96,102,120,141,123,144,150,153,174,177,192,195,237,267,261,261,306,372,366,321,321,384,375,396,351,405,399,405,366,348,315,306,312,264,249,264,261,276,258,219,183,162,141,132,81,75,54,63,27,27,6,9,6,6,366,36,21,24,18,12,12,6,3,15,9,9,3,15,15,12,21,24,15,18,15,18,9,9,15,12,21,9,21,15,15,18,9,15,15,24,24,24,21,30,36,36,39,57,36,54,51,60,54,78,78,69,93,90,111,84,105,123,126,111,168,168,165,174,195,201,213,189,180,237,252,270,261,330,324,261,303,324,357,363,339,348,318,366,360,312,348,264,276,225,204,168,135,129,96,72,33,30,21,12,24,921,72,48,48,36,24,27,24,12,30,21,18,21,33,45,42,66,66,87,75,63,63,42,42,57,57,57,39,45,42,42,42,42,51,42,54,51,54,57,66,78,72,90,120,102,120,129,156,156,198,219,195,234,240,264,258,285,318,321,351,435,426,426,480,564,564,531,513,567,612,651,621,663,729,729,627,648,639,666,675,606,600,579,627,636,570,567,447,438,366,336,249,213,186,162,99,63,39,30,18,30
1975,534,42,36,27,21,24,27,18,15,15,9,9,12,21,12,21,39,48,57,66,45,60,45,42,21,18,39,27,36,36,24,27,27,33,24,39,30,27,39,39,42,48,45,51,63,78,87,93,99,132,126,126,141,165,174,174,171,171,198,228,288,264,303,336,330,336,333,342,354,429,378,363,357,414,459,363,357,300,333,288,267,246,291,255,234,240,216,174,153,162,117,90,81,60,39,36,24,15,12,9,9,369,48,30,9,15,6,12,12,9,9,6,9,12,9,9,15,15,15,15,12,18,12,21,15,15,15,21,15,18,21,15,12,18,18,33,18,24,18,33,30,27,24,33,36,42,51,36,48,60,54,78,66,84,87,102,102,84,99,126,117,144,156,189,195,183,192,186,207,222,207,273,234,267,285,351,303,273,282,309,351,345,294,354,306,384,357,309,285,267,231,234,165,144,108,81,78,54,39,27,24,18,906,96,69,39,39,30,39,27,27,21,18,18,24,30,21,36,51,63,75,78,60,72,63,57,33,36,60,42,54,57,39,42,45,51,54,57,54,45,69,69,66,75,78,87,102,132,123,141,156,186,201,192,228,252,279,276,258,270,324,345,432,417,492,531,516,528,516,552,576,639,654,597,621,699,813,669,630,576,642,639,612,543,648,558,618,597,525,459,417,393,351,255,225,168,120,117,75,57,39,33,30
1976,438,30,21,30,21,18,15,9,12,9,9,12,12,15,18,21,45,63,63,51,51,54,42,39,54,33,27,30,33,27,27,24,21,30,33,21,36,42,33,42,33,48,42,54,69,69,72,84,114,108,126,117,150,144,165,177,183,201,198,234,240,264,255,339,324,375,357,396,357,399,423,399,432,426,414,420,450,312,321,330,282,255,261,249,258,204,240,192,156,132,120,105,84,54,51,24,33,21,15,9,6,327,36,18,18,9,9,9,3,6,6,9,12,9,15,6,15,18,21,12,18,21,9,15,15,12,12,12,18,15,21,15,12,12,15,18,18,24,21,27,18,33,33,42,45,45,57,54,48,63,69,69,90,84,66,87,114,123,108,111,147,141,162,168,153,189,192,183,225,234,243,252,258,315,279,312,330,369,300,351,315,345,312,327,369,336,276,354,288,252,255,195,159,141,117,93,84,75,42,45,12,33,765,66,39,48,33,27,27,12,18,15,18,24,24,27,27,36,60,87,78,66,69,66,57,57,66,45,39,48,48,48,45,33,36,45,48,39,63,63,63,57,66,81,84,99,111,126,126,135,180,177,198,207,231,210,252,288,306,306,306,381,381,426,420,489,513,570,540,621,591,636,672,657,747,705,726,750,819,612,672,648,624,570,588,618,597,480,594,480,405,387,312,267,222,171,141,105,108,60,60,18,39
1977,471,39,24,27,24,18,9,18,12,9,9,12,12,21,18,33,54,63,84,63,78,69,51,39,39,42,36,42,45,45,30,36,36,33,30,30,51,30,36,39,48,42,60,60,54,60,75,96,105,117,123,114,150,153,168,162,201,192,198,243,243,246,285,300,348,360,357,369,420,378,390,411,432,435,432,381,426,420,357,336,297,273,285,243,267,198,192,186,159,120,120,93,72,51,36,39,27,15,21,9,15,300,27,21,15,12,18,12,9,12,9,12,6,9,3,15,15,27,24,27,15,15,12,18,24,21,18,15,15,24,21,21,12,18,27,18,21,24,24,24,21,27,30,39,51,48,42,60,66,69,60,81,69,72,81,120,90,123,126,93,126,159,138,174,189,186,201,222,231,237,249,264,270,270,312,330,294,321,375,312,327,330,321,363,327,339,312,339,285,252,252,207,195,129,126,102,84,48,42,30,18,36,771,66,45,39,36,33,21,27,27,21,21,18,21,27,33,48,78,90,111,81,96,81,69,63,57,60,51,57,69,66,51,48,54,60,48,48,75,54,60,60,75,72,99,111,102,102,135,159,177,180,204,186,222,234,288,252,324,318,288,369,402,384,456,489,531,561,576,600,657,627,654,678,702,744,759,675,747,795,669,666,630,591,651,570,606,513,534,468,414,372,324,285,198,177,138,126,75,60,48,27,48
1978,420,27,24,21,21,9,12,12,12,9,12,6,9,18,24,24,39,60,60,54,51,57,54,42,39,39,33,36,33,33,21,39,24,18,30,39,36,36,39,36,39,45,36,54,63,57,87,99,93,105,105,108,144,153,171,174,171,216,225,195,213,246,291,324,342,336,345,345,372,420,411,408,444,450,426,414,342,384,360,318,279,246,228,237,201,192,165,150,162,144,99,72,66,69,48,24,18,12,15,3,12,282,18,18,15,15,12,6,6,9,9,9,9,3,3,12,15,27,27,15,15,18,12,15,12,12,12,12,15,18,12,18,18,18,30,12,15,18,27,30,24,36,27,30,48,45,33,57,60,66,72,72,75,93,81,87,78,102,105,129,135,120,144,153,177,177,189,210,201,246,237,249,258,267,303,300,297,288,363,351,321,342,303,339,309,309,312,297,255,255,243,207,153,165,141,87,72,45,39,30,15,24,705,45,42,33,33,24,15,18,21,18,21,15,12,21,33,39,63,87,78,66,66,72,69,57,48,54,45,51,51,45,39,60,42,48,42,54,51,63,66,63,75,78,63,102,108,93,144,159,162,180,177,183,237,234,261,252,273,321,354,330,333,387,447,501,519,525,555,546,615,657,660,666,711,753,729,711,633,744,714,642,624,549,564,543,513,501,462,405,417,384,306,225,228,207,135,96,60,51,42,18,36
1979,393,33,21,12,15,15,9,12,12,6,9,9,12,15,15,33,27,57,60,60,60,51,48,30,30,27,45,36,24,27,33,30,39,30,27,24,33,39,42,27,45,39,51,42,60,69,72,84,84,108,105,141,138,168,165,162,189,192,222,234,252,252,270,267,342,348,330,399,399,375,387,441,432,444,438,396,438,393,432,393,348,282,273,270,219,174,213,150,132,114,96,84,69,45,36,36,21,18,9,6,6,261,27,18,9,15,6,12,9,12,6,3,9,6,12,6,9,18,21,18,18,18,18,12,15,15,27,12,12,24,15,18,21,9,9,9,15,9,33,30,27,30,24,30,24,39,45,39,48,63,51,69,69,66,84,93,99,84,99,144,132,138,129,165,174,177,210,201,246,243,234,258,294,282,297,372,315,315,339,354,354,342,336,348,333,312,294,321,294,252,231,225,207,132,126,84,81,60,45,30,27,42,654,60,36,24,30,21,21,21,21,12,12,21,18,27,21,39,45,78,78,81,78,66,63,48,48,51,57,48,51,42,54,51,48,39,36,39,45,72,72,54,78,63,81,66,96,114,111,132,147,162,177,210,204,252,258,261,276,288,363,366,390,381,438,435,519,555,534,645,645,606,648,735,717,741,810,714,753,732,789,747,690,621,621,600,528,471,534,444,384,345,321,291,201,171,123,117,81,63,39,33,48
1980,360,36,12,15,12,9,12,9,15,12,9,9,9,9,21,21,27,48,57,54,60,60,42,45,30,45,36,45,45,36,30,39,27,30,27,27,30,33,33,39,42,45,42,36,48,63,57,63,78,87,99,102,123,156,153,153,204,186,210,240,240,222,288,300,297,351,366,381,387,420,429,417,435,459,435,459,483,408,396,426,360,324,333,291,240,252,186,183,150,135,105,111,87,63,60,39,27,24,15,3,12,291,24,18,9,12,12,6,6,6,9,6,6,9,12,9,15,18,21,24,24,18,24,18,27,12,12,24,24,15,9,24,9,21,24,18,24,21,21,24,21,24,30,27,42,33,51,48,57,63,69,63,57,84,75,87,99,108,126,120,141,156,132,144,192,183,234,240,252,294,261,294,276,306,330,330,363,348,366,357,393,429,348,375,375,342,342,324,306,282,243,237,204,225,156,108,87,63,54,36,27,33,651,60,33,24,24,24,18,15,21,18,15,15,15,21,30,36,45,66,81,75,81,84,60,69,45,54,60,69,60,45,54,48,51,51,45,51,48,51,60,60,66,75,69,78,78,114,105,117,141,153,162,159,207,234,240,255,315,309,333,381,396,351,435,492,480,588,606,633,678,684,723,693,741,786,765,822,831,774,756,819,789,672,705,663,582,594,510,492,432,375,345,312,312,219,165,129,93,75,51,30,45
1981,342,39,27,12,18,12,12,9,9,9,6,12,9,9,21,27,33,48,60,51,57,54,51,39,33,39,21,33,18,33,33,36,39,36,33,24,24,36,33,39,45,51,42,63,54,54,72,72,84,102,108,93,129,156,150,165,222,195,225,216,252,237,246,252,297,336,324,387,384,396,408,387,432,447,453,426,408,387,384,366,372,336,258,222,222,192,189,159,168,108,114,72,66,69,42,33,21,18,15,6,12,252,21,24,6,9,3,9,3,9,3,6,6,6,6,12,21,18,24,21,18,21,15,24,18,15,18,12,15,9,21,12,15,15,15,21,18,24,12,24,21,36,27,30,45,36,33,42,39,63,48,57,63,69,78,90,87,108,105,117,132,114,159,138,174,159,192,240,231,249,249,273,270,294,279,315,333,351,300,342,315,363,351,387,321,348,348,300,276,288,252,237,204,174,120,114,84,75,42,33,15,39,591,63,51,21,27,15,21,9,15,15,15,21,18,15,30,45,51,72,81,66,78,69,72,57,48,54,33,51,30,51,48,51,57,51,54,45,48,51,57,63,81,81,72,105,93,84,111,111,147,150,168,156,195,234,237,246,330,300,339,348,366,396,384,426,456,528,561,621,633,645,681,657,729,723,768,759,756,684,726,684,735,690,648,540,570,543,489,438,456,357,354,276,237,192,159,117,99,63,45,21,51
1982,333,27,18,12,12,15,6,9,9,6,9,6,9,9,15,21,27,51,60,51,60,54,54,48,45,36,33,39,30,39,33,39,24,30,42,33,30,42,45,36,54,42,36,51,54,57,69,78,66,72,90,105,126,111,141,138,207,207,213,219,261,252,297,240,321,267,360,411,420,390,420,405,420,426,444,408,432,390,429,354,378,342,318,285,246,231,168,156,123,123,105,93,84,69,30,33,18,15,12,6,12,255,24,18,12,6,12,6,6,9,9,3,6,3,6,12,15,12,21,18,12,15,24,12,18,15,12,12,15,15,15,21,15,21,24,24,27,21,21,18,30,21,33,33,39,33,45,51,42,48,72,57,78,78,84,78,90,108,117,126,150,129,147,165,153,162,192,192,225,246,261,264,267,312,321,330,300,339,366,324,306,354,390,351,348,339,333,330,306,273,258,234,192,174,126,114,90,81,60,33,33,63,588,48,36,24,18,27,12,12,15,15,12,12,9,15,24,36,36,72,81,63,78,78,63,66,60,48,45,51,45,54,57,54,45,51,63,57,48,63,63,66,75,75,69,90,90,105,120,120,114,144,144,183,198,195,222,228,315,327,339,369,387,396,465,393,486,459,552,636,669,651,684,672,729,747,777,705,771,756,756,660,735,732,672,636,582,561,501,465,393,384,342,285,261,195,144,123,96,78,48,39,72
1983,354,18,21,15,12,6,9,6,12,12,9,6,9,15,18,33,36,33,57,42,66,57,60,39,57,39,36,36,30,30,33,30,33,24,30,30,33,30,33,42,42,39,45,60,51,54,72,84,75,84,87,81,111,99,159,162,180,186,231,237,246,240,294,288,282,318,330,354,372,417,366,426,462,414,453,474,456,465,423,378,387,315,345,270,255,228,183,192,147,102,99,90,60,66,48,36,24,21,9,9,15,282,18,9,9,12,6,9,6,6,6,9,9,3,9,6,15,18,12,18,18,27,21,24,12,15,9,9,18,12,18,12,15,15,30,27,33,21,18,24,30,21,30,27,42,45,33,36,39,66,36,66,57,66,78,81,81,93,111,93,114,123,168,180,180,162,174,198,225,252,267,285,288,327,333,324,330,327,369,372,363,405,336,414,414,381,375,306,300,267,276,231,183,174,156,123,108,75,54,33,30,39,633,36,33,21,21,18,18,9,18,18,21,12,12,24,21,48,54,45,69,60,93,81,84,51,72,48,45,57,39,45,45,42,48,57,57,63,54,51,57,72,63,69,69,102,93,87,108,120,141,120,150,138,177,177,240,243,276,297,324,354,372,408,474,468,444,492,531,579,624,681,654,711,786,744,780,801,783,834,795,741,795,654,756,684,636,603,486,492,411,378,330,273,237,222,171,144,99,75,42,39,54
1984,351,36,15,18,12,12,12,6,6,9,3,12,3,15,18,27,30,45,51,51,54,57,30,42,51,39,33,45,27,15,36,39,42,36,33,39,30,36,42,33,36,42,63,51,57,54,60,69,57,84,96,84,108,126,144,147,168,186,213,225,243,234,279,294,276,294,306,297,354,387,405,435,450,450,423,468,456,411,408,390,396,324,324,297,267,240,189,189,153,105,96,87,66,48,39,27,33,15,15,9,15,243,15,9,9,3,6,6,6,9,6,6,6,3,9,9,15,15,18,12,15,12,21,27,18,12,12,9,18,18,15,21,24,15,15,18,18,18,24,24,18,21,30,27,39,42,39,36,33,45,45,57,57,66,75,96,81,93,114,117,111,144,126,165,159,168,156,183,228,243,249,243,300,282,342,324,330,360,366,360,402,396,312,345,366,375,306,294,330,294,261,231,186,180,144,120,96,72,60,39,24,36,597,51,27,30,15,18,18,12,15,15,9,21,6,21,27,39,42,60,63,66,69,75,57,60,63,51,42,63,42,33,54,66,57,51,54,60,48,57,66,51,54,72,87,90,99,93,99,102,102,129,153,144,171,201,240,228,261,300,333,339,387,363,441,453,444,450,489,525,597,636,648,735,732,795,750,798,816,777,768,795,792,639,672,663,639,546,486,522,444,366,327,276,246,189,159,120,105,75,57,36,54
1985,321,24,18,12,3,6,12,6,9,9,9,3,12,12,18,39,33,45,57,57,42,45,51,51,45,42,39,48,36,30,36,30,27,30,27,30,30,33,33,36,51,36,48,57,54,60,78,72,81,66,84,90,111,135,138,159,150,213,219,219,264,255,273,312,309,324,279,342,372,402,366,426,465,462,495,486,459,468,438,453,399,396,378,327,297,264,240,204,150,120,123,93,81,60,51,36,27,15,12,9,15,237,21,21,6,9,12,12,3,6,9,6,6,9,9,9,15,18,21,15,12,24,15,15,15,15,24,18,15,18,15,15,24,9,24,15,21,33,21,30,30,30,24,27,30,42,51,45,45,48,60,57,66,54,78,81,81,81,126,132,114,141,159,168,168,198,195,186,219,234,258,282,318,306,327,351,360,387,411,357,426,417,402,411,369,405,447,381,348,324,291,300,252,213,183,171,129,93,81,45,33,66,561,45,39,18,12,18,27,9,15,15,15,12,21,21,27,51,48,63,75,69,66,63,66,69,60,66,57,66,57,45,51,54,39,51,42,54,66,54,63,63,78,63,78,90,96,111,123,117,129,126,141,153,168,210,216,243,231,339,348,333,405,414,441,480,504,519,468,561,603,660,648,741,774,786,849,849,849,879,795,882,819,798,789,696,702,711,618,549,471,408,426,339,294,243,222,168,120,96,57,42,81
