ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPCOV9,,2021-07-05,First dose administered,,,7778,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-05,Second dose administered,,,7970,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-05,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-06,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-06,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-06,First dose administered,,,9583,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-06,Second dose administered,,,11338,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-06,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-07,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-07,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-07,First dose administered,,,11281,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-07,Second dose administered,,,11877,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-07,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-08,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-08,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-08,First dose administered,,,12711,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-08,Second dose administered,,,11900,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-08,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-09,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-09,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-09,First dose administered,,,11082,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-09,Second dose administered,,,10525,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-09,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-10,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-10,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-10,First dose administered,,,9325,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-10,Second dose administered,,,6488,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-10,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-11,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-11,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-11,First dose administered,,,4394,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-11,Second dose administered,,,3243,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-11,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-12,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-12,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-12,First dose administered,,,9536,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-12,Second dose administered,,,8096,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-12,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-13,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-13,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-13,First dose administered,,,12068,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-13,Second dose administered,,,10491,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-13,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-14,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-14,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-14,First dose administered,,,13418,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-14,Second dose administered,,,11449,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-14,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-15,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-15,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-15,First dose administered,,,12862,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-15,Second dose administered,,,10915,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-15,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-16,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-16,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-16,First dose administered,,,11939,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-16,Second dose administered,,,9924,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-16,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-17,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-17,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-17,First dose administered,,,9456,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-17,Second dose administered,,,7083,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-17,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-18,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-18,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-18,First dose administered,,,5654,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-18,Second dose administered,,,3076,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-18,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-19,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-19,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-19,First dose administered,,,13154,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-19,Second dose administered,,,9190,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-19,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-20,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-20,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-20,First dose administered,,,18757,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-20,Second dose administered,,,11928,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-20,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-21,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-21,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-21,First dose administered,,,20807,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-21,Second dose administered,,,13186,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-21,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-22,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-22,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-22,First dose administered,,,19834,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-22,Second dose administered,,,12522,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-22,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-23,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-23,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-23,First dose administered,,,19762,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-23,Second dose administered,,,11318,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-23,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-24,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-24,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-24,First dose administered,,,17113,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-24,Second dose administered,,,7739,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-24,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-25,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-25,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-25,First dose administered,,,9052,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-25,Second dose administered,,,4932,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-25,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-26,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-26,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-26,First dose administered,,,20555,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-26,Second dose administered,,,9982,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-26,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-27,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-27,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-27,First dose administered,,,27612,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-27,Second dose administered,,,11382,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-27,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-28,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-28,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-28,First dose administered,,,29427,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-28,Second dose administered,,,12178,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-28,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-29,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-29,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-29,First dose administered,,,28237,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-29,Second dose administered,,,11997,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-29,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-30,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-30,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-30,First dose administered,,,31518,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-30,Second dose administered,,,10654,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-30,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-31,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-31,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-31,First dose administered,,,29512,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-31,Second dose administered,,,9085,Number,Number of daily vaccines administered,0
CPCOV9,,2021-07-31,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-01,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-01,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-01,First dose administered,,,17980,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-01,Second dose administered,,,4677,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-01,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-02,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-02,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-02,First dose administered,,,25701,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-02,Second dose administered,,,9443,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-02,Third primary administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-03,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-03,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-03,First dose administered,,,30303,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-03,Second dose administered,,,12545,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-03,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-04,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-04,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-04,First dose administered,,,32556,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-04,Second dose administered,,,12941,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-04,Third primary administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-05,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-05,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-05,First dose administered,,,29267,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-05,Second dose administered,,,13034,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-05,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-06,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-06,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-06,First dose administered,,,30388,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-06,Second dose administered,,,11713,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-06,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-07,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-07,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-07,First dose administered,,,27932,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-07,Second dose administered,,,8902,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-07,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-08,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-08,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-08,First dose administered,,,15871,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-08,Second dose administered,,,4636,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-08,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-09,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-09,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-09,First dose administered,,,26898,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-09,Second dose administered,,,11662,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-09,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-10,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-10,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-10,First dose administered,,,31118,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-10,Second dose administered,,,15967,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-10,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-11,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-11,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-11,First dose administered,,,32046,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-11,Second dose administered,,,16944,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-11,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-12,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-12,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-12,First dose administered,,,32501,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-12,Second dose administered,,,16558,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-12,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-13,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-13,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-13,First dose administered,,,31405,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-13,Second dose administered,,,15668,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-13,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-14,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-14,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-14,First dose administered,,,30425,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-14,Second dose administered,,,13335,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-14,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-15,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-15,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-15,First dose administered,,,18288,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-15,Second dose administered,,,7409,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-15,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-16,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-16,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-16,First dose administered,,,30370,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-16,Second dose administered,,,16066,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-16,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-17,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-17,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-17,First dose administered,,,35856,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-17,Second dose administered,,,20439,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-17,Third primary administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-18,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-18,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-18,First dose administered,,,411,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-18,Second dose administered,,,102,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-18,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-19,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-19,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-19,First dose administered,,,21589,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-19,Second dose administered,,,8783,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-19,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-20,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-20,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-20,First dose administered,,,38814,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-20,Second dose administered,,,20233,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-20,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-21,Booster 1 administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-21,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-21,First dose administered,,,38393,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-21,Second dose administered,,,15909,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-21,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-22,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-22,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-22,First dose administered,,,28490,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-22,Second dose administered,,,9102,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-22,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-23,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-23,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-23,First dose administered,,,46787,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-23,Second dose administered,,,19583,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-23,Third primary administered,,,3,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-24,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-24,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-24,First dose administered,,,59414,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-24,Second dose administered,,,23689,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-24,Third primary administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-25,Booster 1 administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-25,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-25,First dose administered,,,63436,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-25,Second dose administered,,,26521,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-25,Third primary administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-26,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-26,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-26,First dose administered,,,67911,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-26,Second dose administered,,,25538,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-26,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-27,Booster 1 administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-27,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-27,First dose administered,,,67400,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-27,Second dose administered,,,24750,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-27,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-28,Booster 1 administered,,,4,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-28,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-28,First dose administered,,,56872,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-28,Second dose administered,,,22421,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-28,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-29,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-29,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-29,First dose administered,,,37103,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-29,Second dose administered,,,11492,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-29,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-30,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-30,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-30,First dose administered,,,54926,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-30,Second dose administered,,,23790,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-30,Third primary administered,,,3,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-31,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-31,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-31,First dose administered,,,59337,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-31,Second dose administered,,,27518,Number,Number of daily vaccines administered,0
CPCOV9,,2021-08-31,Third primary administered,,,4,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-01,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-01,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-01,First dose administered,,,63595,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-01,Second dose administered,,,27731,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-01,Third primary administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-02,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-02,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-02,First dose administered,,,65256,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-02,Second dose administered,,,25345,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-02,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-03,Booster 1 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-03,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-03,First dose administered,,,61966,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-03,Second dose administered,,,25925,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-03,Third primary administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-04,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-04,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-04,First dose administered,,,56144,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-04,Second dose administered,,,22604,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-04,Third primary administered,,,3,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-05,Booster 1 administered,,,1,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-05,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-05,First dose administered,,,27042,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-05,Second dose administered,,,12031,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-05,Third primary administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-06,Booster 1 administered,,,2,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-06,Booster 2 administered,,,0,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-06,First dose administered,,,45326,Number,Number of daily vaccines administered,0
CPCOV9,,2021-09-06,Second dose administered,,,21845,Number,Number of daily vaccines administered,0
